Event,Label,N2O_flux_ug_m2_day,growing_season_N2O_flux_ug_m2_100days,annual_N2O_flux_ug_m2_100days-x-2,permafrost_extent,permafrost_region,ecosystem,veg_type,location_description,country,subregion,site,latitude,longitude,n_meas_seasons,year_start,month_start,day_start,year_end,month_end,day_end,soc_percent_topsoil-carbon-content,sn_percent_topsoil-nitrogen-content,c-to-n_topsoil,nh4_mg_kg_topsoil-ammonium,no3_mg_kg_topsoil-nitrate,pH_topsoil,soil_om_percent,bulk_density_g_cm3_topsoil,soil_moisture_percent,gravimetric_swc_g_g,volumetric_swc_m3_m3,whc_percent,wfps_percent,wfps_calc_percent,mat_degC,actual_airT_degC,actual_soilT_degC,map_mm,mean_thaw_depth_growing_cm,max_thaw_depth,study_type,disturbance,treatment,disturbance_type,n_flux_measurements,replicate_collars,orig_flux_value,orig_flux_unit,method,chamber_type,time_min,max_closure_time_min,points_per_closure,presence_co2_fluxes,presence_ch4_fluxes,published,ref
Ardley_Island_N2O,AN-Ard-2011-01,4.8,480,960,antarctic,Antarctic,Wetland,Vegetated,Western coastal lowland tundra marsh,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.93,1,2011,12,1,2012,2,21,2.26,0.27,8.4,9.84,15.61,6.5,,,85.8,,,,,100,-2.5,1.6,4.1,630,,,In situ,No,No,none,8,3,0.2,Âµg N2O/m2/h,GC/static,transparent,,20,3,no,yes,yes,Bao T et al. 2018
Ardley_Island_N2O,AN-Ard-2007-01,998.4,99840,199680,antarctic,Antarctic,Wetland,Vegetated,Tundra dry marsh (DM); Mosses and algae dominate the vegetation in the poorly drained tundra areas,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.93,1,2008,1,21,2008,2,8,22.91,2.23,10.2,131.31,4.23,6,,,24.9,,,,,5.686,-2.2,0.9,,425,,,In situ,Yes,No,Birds,10,3,41.6,Âµg N2O/m2/h,GC/static,transparent,,20,3,yes,yes,yes,Zhu R et al. 2014
Ardley_Island_N2O,AN-Ard-2007-02,52.8,5280,10560,antarctic,Antarctic,Wetland,Vegetated,Tundra mesic marsh (MM); Mosses and algae dominate the vegetation in the poorly drained tundra areas,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.93,1,2008,1,21,2008,2,8,25.5,1.96,13.2,89.3,4.03,6,,,45.23,,,,,12.055,-2.2,0.9,,425,,,In situ,Yes,No,Birds,10,3,2.2,Âµg N2O/m2/h,GC/static,transparent,,20,3,yes,yes,yes,Zhu R et al. 2014
Ardley_Island_N2O,AN-Ard-2007-03,56.4,5640,11280,antarctic,Antarctic,Upland,Vegetated,Upland tundra with lichens and mosses (UT); mosses (Bryum Pseudotriquetrum and Bryum muelthenbeckii) and lichens (Usnea sp.),Antarctica,maritime Antarctica,Ardley Island,-62.05,-58.25,1,2007,11,25,2008,2,8,1.17,0.1,12,1.2,0.51,6.6,,,17.6,,,,,49.274,-2.2,0.9,,425,,,In situ,No,No,none,12,3,2.35,Âµg N2O/m2/h,GC/static,transparent,,20,3,yes,yes,yes,Zhu R et al. 2014
Ardley_Island_N2O,AN-Ard-2007-04,-72,-7200,-14400,antarctic,Antarctic,Wetland,Vegetated,Tundra waterlogged marsh (WM); Mosses and algae dominate the vegetation in the poorly drained tundra areas.,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.93,1,2008,1,21,2008,2,8,22.77,2.09,12,175.05,3.73,5.9,,,90,,,,100,100,-2.2,0.9,,425,,,In situ,Yes,No,Birds,10,3,-3,Âµg N2O/m2/h,GC/static,transparent,,20,3,yes,yes,yes,Zhu R et al. 2014
Ardley_Island_N2O,AN-Ard-2011-07,267.6,26760,53520,antarctic,Antarctic,Upland,Vegetated,Upland tundra with lichens and mosses (UT); mosses (Bryum Pseudotriquetrum and Bryum muelthenbeckii) and lichens (Usnea sp.),Antarctica,maritime Antarctica,Ardley Island,-62.05,-58.25,1,2012,1,16,2012,2,8,1.17,0.1,12,1.2,0.51,6.6,,,17.6,,,,,49.274,-2.2,1.7,,425,,,In situ,No,No,none,9,3,11.15,Âµg N2O/m2/h,GC/static,transparent,,20,3,yes,yes,yes,Zhu R et al. 2014
Ardley_Island_N2O,AN-Ard-2011-08,-646.8,-64680,-129360,antarctic,Antarctic,Wetland,Vegetated,Tundra waterlogged marsh (WM); Mosses and algae dominate the vegetation in the poorly drained tundra areas.,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.93,1,2011,12,24,2012,2,5,22.77,2.09,12,175.05,3.73,5.9,,,90,,,,100,100,-2.2,1.7,,425,,,In situ,Yes,No,Birds,8,3,-26.95,Âµg N2O/m2/h,GC/static,transparent,,20,3,yes,yes,yes,Zhu R et al. 2014
Ardley_Island_N2O,AN-Ard-2011-02,292.8,29280,58560,antarctic,Antarctic,Wetland,Vegetated,Western coastal lowland tundra marsh,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.93,1,2011,12,1,2012,2,21,2.24,0.23,9.7,8.97,31.92,6.7,,,81,,,,,100,-2.5,1.6,4.1,630,,,In situ,Yes,Yes,Light reduction,8,3,12.2,Âµg N2O/m2/h,GC/static,semi-transparent,,20,3,no,yes,yes,Bao T et al. 2018
Ardley_Island_N2O,AN-Ard-2011-03,580.8,58080,116160,antarctic,Antarctic,Wetland,Vegetated,Western coastal lowland tundra marsh,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.93,1,2011,12,1,2012,2,21,1.86,0.24,7.8,7.47,13.26,6.7,,,84.8,,,,,100,-2.5,1.6,4.1,630,,,In situ,Yes,Yes,Light reduction,8,3,24.2,Âµg N2O/m2/h,GC/static,semi-transparent,,20,3,no,yes,yes,Bao T et al. 2018
Ardley_Island_N2O,AN-Ard-2011-04,-76.8,-7680,-15360,antarctic,Antarctic,Wetland,Vegetated,Eastern  coastal lowland tundra with penguin nesting sites,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.92,1,2011,12,1,2012,2,21,16.56,2.05,8.1,43.62,74.89,5.2,,,83.8,,,,,24.012,-2.5,1.6,4.1,630,,,In situ,Yes,No,Birds,8,3,-3.2,Âµg N2O/m2/h,GC/static,transparent,,20,3,no,yes,yes,Bao T et al. 2018
Ardley_Island_N2O,AN-Ard-2011-05,331.2,33120,66240,antarctic,Antarctic,Wetland,Vegetated,Eastern  coastal lowland tundra with penguin nesting sites,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.92,1,2011,12,1,2012,2,21,13.9,2.08,6.7,31.93,44.67,4.9,,,82.3,,,,,30.758,-2.5,1.6,4.1,630,,,In situ,Yes,Yes,"Birds, Light reduction",8,3,13.8,Âµg N2O/m2/h,GC/static,semi-transparent,,20,3,no,yes,yes,Bao T et al. 2018
Ardley_Island_N2O,AN-Ard-2011-06,708,70800,141600,antarctic,Antarctic,Wetland,Vegetated,Eastern  coastal lowland tundra with penguin nesting sites,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.92,1,2011,12,1,2012,2,21,17.59,2.36,7.5,83.59,151.65,4.5,,,86.9,,,,,22.648,-2.5,1.6,4.1,630,,,In situ,Yes,Yes,"Birds, Light reduction",8,3,29.5,Âµg N2O/m2/h,GC/static,semi-transparent,,20,3,no,yes,yes,Bao T et al. 2018
Ardley_Island_N2O,AN-Ard-2013-01,-12,-1200,-2400,antarctic,Antarctic,Wetland,Vegetated,Western coastal lowland tundra marsh,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.93,1,2014,2,14,2014,3,14,2.26,0.27,8.4,9.84,15.61,6.5,,,85.8,,,,,100,-2.5,1.3,4.3,630,,,In situ,No,No,none,8,3,-0.5,Âµg N2O/m2/h,GC/static,transparent,,20,3,no,yes,yes,Bao T et al. 2018
Ardley_Island_N2O,AN-Ard-2013-02,115.2,11520,23040,antarctic,Antarctic,Wetland,Vegetated,Western coastal lowland tundra marsh,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.93,1,2014,2,14,2014,3,14,2.24,0.23,9.7,8.97,31.92,6.7,,,81,,,,,100,-2.5,1.3,4.3,630,,,In situ,Yes,Yes,Light reduction,8,3,4.8,Âµg N2O/m2/h,GC/static,semi-transparent,,20,3,no,yes,yes,Bao T et al. 2018
Ardley_Island_N2O,AN-Ard-2013-03,192,19200,38400,antarctic,Antarctic,Wetland,Vegetated,Western coastal lowland tundra marsh,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.93,1,2014,2,14,2014,3,14,1.86,0.24,7.8,7.47,13.26,6.7,,,84.8,,,,,100,-2.5,1.3,4.3,630,,,In situ,Yes,Yes,Light reduction,8,3,8,Âµg N2O/m2/h,GC/static,semi-transparent,,20,3,no,yes,yes,Bao T et al. 2018
Ardley_Island_N2O,AN-Ard-2014-01,-69.6,-6960,-13920,antarctic,Antarctic,Wetland,Vegetated,Western coastal lowland tundra marsh,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.93,1,2014,12,1,2015,2,21,2.26,0.27,8.4,9.84,15.61,6.5,,,85.8,,,,,100,-2.5,1.7,5.4,630,,,In situ,No,No,none,8,3,-2.9,Âµg N2O/m2/h,GC/static,transparent,,20,3,no,yes,yes,Bao T et al. 2018
Ardley_Island_N2O,AN-Ard-2014-02,55.2,5520,11040,antarctic,Antarctic,Wetland,Vegetated,Western coastal lowland tundra marsh,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.93,1,2014,12,1,2015,2,21,2.24,0.23,9.7,8.97,31.92,6.7,,,81,,,,,100,-2.5,1.7,5.4,630,,,In situ,Yes,Yes,Light reduction,8,3,2.3,Âµg N2O/m2/h,GC/static,semi-transparent,,20,3,no,yes,yes,Bao T et al. 2018
Ardley_Island_N2O,AN-Ard-2014-03,331.2,33120,66240,antarctic,Antarctic,Wetland,Vegetated,Western coastal lowland tundra marsh,Antarctica,maritime Antarctica,Ardley Island,-62.22,-58.93,1,2014,12,1,2015,2,21,1.86,0.24,7.8,7.47,13.26,6.7,,,84.8,,,,,100,-2.5,1.7,5.4,630,,,In situ,Yes,Yes,Light reduction,8,3,13.8,Âµg N2O/m2/h,GC/static,semi-transparent,,20,3,no,yes,yes,Bao T et al. 2018
Fildes_Peninsula_N2O,AN-Fil-1999-01,2152.8,215280,430560,antarctic,Antarctic,Wetland,Vegetated,"same site as Zhu et al 2014, lichen moss tundra near coast, penguin colonies",Antarctica,maritime Antarctica,Fildes Peninsula,-62.22,-58.93,2,1999,1,21,2000,3,23,22.67,16.48,1.4,,,6.1,,,,,,,,,-2.2,,,425,,,In situ,Yes,No,Birds,18,,89.7,ug N2O/m2/h,GC/static,transparent,,60,4,no,yes,yes,Sun L et al. 2002
Fildes_Peninsula_N2O,AN-Fil-1999-02,24,2400,4800,antarctic,Antarctic,Wetland,Vegetated,"same site as Zhu et al 2014, lichen moss tundra near coast, moss dominated",Antarctica,maritime Antarctica,Fildes Peninsula,-62.22,-58.93,2,1999,1,21,2000,3,23,15.48,0.7,22.1,,,6,,,,,,,,,-2.2,,,425,,,In situ,No,No,none,20,,1,ug N2O/m2/h,GC/static,transparent,,60,4,no,yes,yes,Sun L et al. 2002
Fildes_Peninsula_N2O,AN-Fil-1999-03,28.8,2880,5760,antarctic,Antarctic,Upland,Partly vegetated,"same site as Zhu et al 2014, lichen moss tundra near coast, lichen dominated",Antarctica,maritime Antarctica,Fildes Peninsula,-62.22,-58.93,2,1999,1,21,2000,3,23,5.48,0.22,24.9,,,6,,,,,,,,,-2.2,,,425,,,In situ,No,No,none,10,,1.2,ug N2O/m2/h,GC/static,transparent,,60,4,no,yes,yes,Sun L et al. 2002
Fildes_Peninsula_N2O,AN-Fil-2014-01,-72,-7200,-14400,antarctic,Antarctic,Upland,Vegetated,"Upland, lichen-moss community",Antarctica,maritime Antarctica,Fildes Peninsula,-61.85,-58.95,1,2014,12,1,2015,2,21,1.86,0.08,9.4,1.26,0.53,7.3,,,45.7,,,,,91.791,-2.5,1.7,5.4,630,,,In situ,No,No,none,6,3,-3,Âµg N2O/m2/h,GC/static,transparent,,20,3,no,yes,yes,Bao T et al. 2018
Fildes_Peninsula_N2O,AN-Fil-2014-02,45.6,4560,9120,antarctic,Antarctic,Upland,Vegetated,"Upland, lichen-moss community",Antarctica,maritime Antarctica,Fildes Peninsula,-61.85,-58.95,1,2014,12,1,2015,2,21,1.25,0.08,11.5,1.13,0.48,7.1,,,44.9,,,,,100,-2.5,1.7,5.4,630,,,In situ,Yes,Yes,Light reduction,6,3,1.9,Âµg N2O/m2/h,GC/static,semi-transparent,,20,3,no,yes,yes,Bao T et al. 2018
Fildes_Peninsula_N2O,AN-Fil-2014-03,211.2,21120,42240,antarctic,Antarctic,Upland,Vegetated,"Upland, lichen-moss community",Antarctica,maritime Antarctica,Fildes Peninsula,-61.85,-58.95,1,2014,12,1,2015,2,21,1.08,0.12,8.5,1.17,0.44,6.8,,,42.8,,,,,100,-2.5,1.7,5.4,630,,,In situ,Yes,Yes,Light reduction,6,3,8.8,Âµg N2O/m2/h,GC/static,semi-transparent,,20,3,no,yes,yes,Bao T et al. 2018
Garwood_Valley_N2O,AN-Gav-2003-01,556.3,55630,111260,antarctic,Antarctic,Upland,Bare,6 m from lake edge (A),Antarctica,maritime Antarctica,Garwood Valley,-78.02,163.88,1,2003,1,24,2003,1,29,4.1,,8.82,14.1,,7.3,,,,,0.34,,,52.609,-10,,2.3,100,,11.5,In situ,No,No,none,6,1,0.01,Âµmol/m2/min,GC/static,,,12,3,yes,yes,yes,Gregorich EG et al. 2006
Garwood_Valley_N2O,AN-Gav-2003-02,1136.01,113601,227202,antarctic,Antarctic,Upland,Bare,directly on a strand line of lacustrine detritus 4 m from lake edge (B),Antarctica,maritime Antarctica,Garwood Valley,-78.02,163.88,1,2003,1,24,2003,1,29,1.9,,4.87,42.2,,7.3,,,,,0.36,,,64.594,-10,,1.7,100,,11.5,In situ,No,No,none,6,1,0.02,Âµmol/m2/min,GC/static,,,12,3,yes,yes,yes,Gregorich EG et al. 2006
Garwood_Valley_N2O,AN-Gav-2003-03,364.39,36439,72878,antarctic,Antarctic,Upland,Bare,area of living  and dried mat about 2 m from the lake edge (C),Antarctica,maritime Antarctica,Garwood Valley,-78.02,163.88,1,2003,1,24,2003,1,29,12,,8.61,45.9,,7.3,,,,,0.46,,,55.26,-10,,0.9,100,,11.5,In situ,No,No,none,6,1,0.01,Âµmol/m2/min,GC/static,,,12,3,yes,yes,yes,Gregorich EG et al. 2006
Garwood_Valley_N2O,AN-Gav-2005-01,2236,223600,447200,antarctic,Antarctic,Upland,Bare,6 m from lake edge (A),Antarctica,maritime Antarctica,Garwood Valley,-78.02,163.88,1,2005,1,24,2005,1,30,4.1,,8.82,14.1,,7.3,,,,,0.32,,,49.514,-10,,1.9,100,,11.5,In situ,No,No,none,7,1,0.04,Âµmol/m2/min,GC/static,,,12,3,yes,yes,yes,Gregorich EG et al. 2006
Garwood_Valley_N2O,AN-Gav-2005-02,1269.08,126908,253816,antarctic,Antarctic,Upland,Bare,directly on a strand line of lacustrine detritus 4 m from lake edge (B),Antarctica,maritime Antarctica,Garwood Valley,-78.02,163.88,1,2005,1,24,2005,1,30,1.9,,4.87,42.2,,7.3,,,,,0.46,,,82.537,-10,,0.9,100,,11.5,In situ,No,No,none,7,1,0.02,Âµmol/m2/min,GC/static,,,12,3,yes,yes,yes,Gregorich EG et al. 2006
Garwood_Valley_N2O,AN-Gav-2005-03,1208.66,120866,241732,antarctic,Antarctic,Upland,Bare,area of living  and dried mat about 2 m from the lake edge (C),Antarctica,maritime Antarctica,Garwood Valley,-78.02,163.88,1,2005,1,24,2005,1,30,12,,8.61,45.9,,7.3,,,,,0.54,,,64.871,-10,,0.9,100,,11.5,In situ,No,No,none,7,1,0.02,Âµmol/m2/min,GC/static,,,12,3,yes,yes,yes,Gregorich EG et al. 2006
Alexandra_Fjord_N2O,CA-Alf-2009-01,657.98,65798,131596,continuous,Arctic,Upland,Bare,"B1 Cryptogram, herb barren",Canada,"Ellesmere Island, Nunavut",Alexandra Fjord,78.88,-75.92,1,2009,6,,2009,8,,0.5,0,,3.6,2.5,7.7,,,,,,,36,36,-15,5,,100,35,,In situ,No,No,none,8,5,0,Âµmol N2O/m2/s,portable gas analzyer,opaque,,10,10,yes,yes,yes,Brummell ME et al. 2012
Alexandra_Fjord_N2O,CA-Alf-2009-02,2346.65,234665,469330,continuous,Arctic,Upland,Partly vegetated,B3 Noncarbonate mountain complex,Canada,"Ellesmere Island, Nunavut",Alexandra Fjord,78.88,-75.92,1,2009,6,,2009,8,,0.35,0,,7.8,1,6.5,,,,,,,53,53,-15,5,,100,35,,In situ,No,No,none,8,5,0,Âµmol N2O/m2/s,portable gas analzyer,opaque,,10,10,yes,yes,yes,Brummell ME et al. 2012
Alexandra_Fjord_N2O,CA-Alf-2009-03,2536.82,253682,507364,continuous,Arctic,Upland,Vegetated,"P1 Prostrate dwarf-shrub, herb tundra",Canada,"Ellesmere Island, Nunavut",Alexandra Fjord,78.88,-75.92,1,2009,6,,2009,8,,0.4,0.12,3.2,0.1,2.5,6.6,,,,,,,79,79,-15,5,,100,45,,In situ,No,No,none,8,5,0,Âµmol N2O/m2/s,portable gas analzyer,opaque,,10,10,yes,yes,yes,Brummell ME et al. 2012
Alexandra_Fjord_N2O,CA-Alf-2009-04,2628.1,262810,525620,continuous,Arctic,Upland,Vegetated,P2 Prostrate/hemiprostrate dwarf-shrub tundra,Canada,"Ellesmere Island, Nunavut",Alexandra Fjord,78.88,-75.92,1,2009,6,,2009,8,,0.4,0,,3.5,5.4,6.7,,,,,,,66,66,-15,5,,100,55,,In situ,No,No,none,8,5,0,Âµmol N2O/m2/s,portable gas analzyer,opaque,,10,10,yes,yes,yes,Brummell ME et al. 2012
Alexandra_Fjord_N2O,CA-Alf-2009-05,3194.8,319480,638960,continuous,Arctic,Upland,Vegetated,"G3 Nontussock sedge, dwarf-shrub, moss tundra",Canada,"Ellesmere Island, Nunavut",Alexandra Fjord,78.88,-75.92,1,2009,6,,2009,8,,1.67,0.32,5.2,15.5,7.5,5.8,,,,,,,51,51,-15,5,,100,35,,In situ,No,No,none,8,5,0,Âµmol N2O/m2/s,portable gas analzyer,opaque,,10,10,yes,yes,yes,Brummell ME et al. 2012
Alexandra_Fjord_N2O,CA-Alf-2009-06,-1125.79,-112579,-225158,continuous,Arctic,Wetland,Vegetated,"W1 Sedge/grass, moss wetland",Canada,"Ellesmere Island, Nunavut",Alexandra Fjord,78.88,-75.92,1,2009,6,,2009,8,,0.69,0.18,3.8,5.6,2.2,6.4,,,,,,,92,92,-15,5,,100,35,,In situ,No,No,none,8,5,0,Âµmol N2O/m2/s,portable gas analzyer,opaque,,10,10,yes,yes,yes,Brummell ME et al. 2012
Eagle_Plains_N2O,CA-Alf-2009-07,2623.1,262310,524620,continuous,Arctic,Upland,Vegetated,Dwarf shrub tundra,Canada,Northwestern Canada,Eagle Plains,78.88,-75.77,1,2009,7,22,2009,7,25,,,,63,27,,,,,,0.37,,56,56.4,-15,5,16.3,100,,50,In situ,No,No,none,,45,0.69,nmol/m2/s,portable gas analzyer,opaque,,10,10,yes,yes,yes,Lamb EG et al. 2011
Boniface_River_N2O,CA-Bon-1991-01,39.27,3927,7854,discontinuous,Subarctic,Peatland,Vegetated,"Bog1, WT close to surface",Canada,Quebec,Boniface River,57.75,-76.15,1,1991,7,22,1991,7,27,,,,,0,5.6,,,,,,,100,100,-4,,11.2,500,,50,In situ,No,No,none,1,3,0.03,mg N2O-N/m2/d,GC/static,opaque,,60,6,no,yes,yes,Toda H et al. 1994
Boniface_River_N2O,CA-Bon-1991-02,0.01,1,2,discontinuous,Subarctic,Wetland,Vegetated,"Black spruce forest, WT near surface",Canada,Quebec,Boniface River,57.75,-76.15,1,1991,7,22,1991,7,27,,,,,0,4.4,,,,,,,100,100,-4,,12.8,500,,,In situ,No,No,none,1,3,0,mg N2O-N/m2/d,GC/static,opaque,,60,6,no,yes,yes,Toda H et al. 1994
Boniface_River_N2O,CA-Bon-1991-03,23.57,2357,4714,discontinuous,Subarctic,Peatland,Vegetated,"Palsa, drier than bog",Canada,Quebec,Boniface River,57.75,-76.15,1,1991,7,22,1991,7,27,,,,,,,,,,,,,,,-4,,16.5,500,,100,In situ,No,No,none,1,3,0.01,mg N2O-N/m2/d,GC/static,opaque,,60,6,no,yes,yes,Toda H et al. 1994
Boniface_River_N2O,CA-Bon-1991-04,15.71,1571,3142,discontinuous,Subarctic,Upland,Vegetated,Bush,Canada,Quebec,Boniface River,57.75,-76.15,1,1991,7,22,1991,7,27,,,,,,,,,,,,,,,-4,,23.1,500,,,In situ,No,No,none,1,3,0.01,mg N2O-N/m2/d,GC/static,opaque,,60,6,no,yes,yes,Toda H et al. 1994
Cape_Bounty_N2O,CA-Cab-2008-01,-10.26,-1026,-2052,continuous,Arctic,Upland,Bare,"Polar desert, barren",Canada,"Melville Island, Nunavut",Cape Bounty,74.92,-109.58,1,2008,6,,2008,7,,,,,,,,,,17.7,,0.16,,,,-11.4,11.3,7.6,125,,74,In situ,No,No,none,4,8,-0.07,ng N/m2/s,GC/static,opaque,,45,4,yes,yes,yes,Wagner I et al. 2019
Cape_Bounty_N2O,CA-Cab-2008-02,35.99,3599,7198,continuous,Arctic,Upland,Vegetated,"Polar desert, vegetated",Canada,"Melville Island, Nunavut",Cape Bounty,74.92,-109.58,1,2008,6,,2008,7,,,,,,,,,,17.7,,0.15,,,,-11.4,11,6.8,125,,74,In situ,No,No,none,4,4,0.26,ng N/m2/s,GC/static,opaque,,45,4,yes,yes,yes,Wagner I et al. 2019
Cape_Bounty_N2O,CA-Cab-2008-03,62.14,6214,12428,continuous,Arctic,Upland,Vegetated,Mesic tundra,Canada,"Melville Island, Nunavut",Cape Bounty,74.92,-109.58,1,2008,6,,2008,7,,,,,,,,,,30.6,,0.32,,,,-11.4,9.9,5.7,125,,66,In situ,No,No,none,4,8,0.46,ng N/m2/s,GC/static,opaque,,45,4,yes,yes,yes,Wagner I et al. 2019
Cape_Bounty_N2O,CA-Cab-2008-04,89.08,8908,17816,continuous,Arctic,Wetland,Vegetated,Wet sedge,Canada,"Melville Island, Nunavut",Cape Bounty,74.92,-109.58,1,2008,6,,2008,7,,,,,,,,,,68.2,,0.52,,,,-11.4,9.8,5.5,125,,63,In situ,No,No,none,4,8,0.66,ng N/m2/s,GC/static,opaque,,45,4,yes,yes,yes,Wagner I et al. 2019
