Event,Label,N2O_flux_ug_m2_day,growing_season_N2O_flux_ug_m2_100days,annual_N2O_flux_ug_m2_100days-x-2,permafrost_extent,permafrost_region,ecosystem,veg_type,location_description,country,subregion,site,latitude,longitude,n_meas_seasons,year_start,month_start,day_start,year_end,month_end,day_end,soc_percent_topsoil-carbon-content,sn_percent_topsoil-nitrogen-content,c-to-n_topsoil,nh4_mg_kg_topsoil-ammonium,no3_mg_kg_topsoil-nitrate,pH_topsoil,soil_om_percent,bulk_density_g_cm3_topsoil,soil_moisture_percent,gravimetric_swc_g_g,volumetric_swc_m3_m3,whc_percent,wfps_percent,wfps_calc_percent,mat_degC,actual_airT_degC,actual_soilT_degC,map_mm,mean_thaw_depth_growing_cm,max_thaw_depth,study_type,disturbance,treatment,disturbance_type,n_flux_measurements,replicate_collars,orig_flux_value,orig_flux_unit,method,chamber_type,time_min,max_closure_time_min,points_per_closure,presence_co2_fluxes,presence_ch4_fluxes,published,ref
Ny-Alesund_N2O,NO-Nya-2014-05,228,22800,45600,continuous,Arctic,Upland,Vegetated,"Tundra, silty clay with thin organic layer, transect from waterlogged tundra marsh to upland",Norway,Svalbard,Ny-Alesund,78.91,11.93,1,2014,7,3,2014,7,12,19.29,1.55,12.5,19.16,1.16,,,,51.9,,,,,24.284,-5.8,6,7,400,,200,In situ,No,No,none,6,2,9.5,ug N2O/m2/h,GC/static,transparent,,30,3,no,yes,yes,Li F et al. 2016
Ny-Alesund_N2O,NO-Nya-2014-06,19.2,1920,3840,continuous,Arctic,Wetland,Vegetated,"Tundra, silty clay with thin organic layer, transect from waterlogged tundra marsh to upland",Norway,Svalbard,Ny-Alesund,78.91,11.93,1,2014,7,3,2014,7,12,21.03,1.54,13.7,0.28,0.11,,,,88.9,,,,100,100,-5.8,6,7,400,,200,In situ,No,Yes,Shading,6,2,0.8,ug N2O/m2/h,GC/static,opaque,,30,3,no,yes,yes,Li F et al. 2016
Ny-Alesund_N2O,NO-Nya-2014-07,-21.6,-2160,-4320,continuous,Arctic,Wetland,Vegetated,"Tundra, silty clay with thin organic layer, transect from waterlogged tundra marsh to upland",Norway,Svalbard,Ny-Alesund,78.91,11.93,1,2014,7,3,2014,7,12,5.26,0.39,13.5,1,0.27,,,,99.5,,,,100,100,-5.8,6,7,400,,200,In situ,No,Yes,Shading,6,2,-0.9,ug N2O/m2/h,GC/static,opaque,,30,3,no,yes,yes,Li F et al. 2016
Ny-Alesund_N2O,NO-Nya-2014-08,16.8,1680,3360,continuous,Arctic,Wetland,Vegetated,"Tundra, silty clay with thin organic layer, transect from waterlogged tundra marsh to upland",Norway,Svalbard,Ny-Alesund,78.91,11.93,1,2014,7,3,2014,7,12,7.55,0.34,22.2,18.74,0.81,,,,89.8,,,,100,100,-5.8,6,7,400,,200,In situ,No,Yes,Shading,6,2,0.7,ug N2O/m2/h,GC/static,opaque,,30,3,no,yes,yes,Li F et al. 2016
Ny-Alesund_N2O,NO-Nya-2014-09,24,2400,4800,continuous,Arctic,Upland,Vegetated,"Tundra, silty clay with thin organic layer, transect from waterlogged tundra marsh to upland",Norway,Svalbard,Ny-Alesund,78.91,11.93,1,2014,7,3,2014,7,12,24.15,1.49,16.2,10.23,0.7,,,,59.3,,,,,23.053,-5.8,6,7,400,,200,In situ,No,Yes,Shading,6,2,1,ug N2O/m2/h,GC/static,opaque,,30,3,no,yes,yes,Li F et al. 2016
Ny-Alesund_N2O,NO-Nya-2014-10,-91.2,-9120,-18240,continuous,Arctic,Upland,Vegetated,"Tundra, silty clay with thin organic layer, transect from waterlogged tundra marsh to upland",Norway,Svalbard,Ny-Alesund,78.91,11.93,1,2014,7,3,2014,7,12,19.29,1.55,12.5,19.16,1.16,,,,51.9,,,,,24.284,-5.8,6,7,400,,200,In situ,No,Yes,Shading,6,2,-3.8,ug N2O/m2/h,GC/static,opaque,,30,3,no,yes,yes,Li F et al. 2016
Seida_I_N2O,RU-Sei-2007-01,10300,1030000,2060000,discontinuous,Subarctic,Peatland,Bare,"Peat plateau, bare surfaces",Russia,Western Russia,Seida I,67.05,62.95,1,2007,7,3,2007,10,17,53.6,2.3,23,,55,3.1,95,0.25,69.3,,0.64,,76,76,-5.8,13.6,12,505,,70,In situ,No,No,none,13,3,10.3,mg N2O/m2/d,GC/static,opaque,28,40,4,no,no,yes,Maruschchak ME et al. 2011
Seida_I_N2O,RU-Sei-2007-02,-0.01,-1,-2,discontinuous,Subarctic,Peatland,Vegetated,"Floating fen, water saturated",Russia,Western Russia,Seida I,67.05,62.95,1,2007,7,3,2007,10,17,45.1,1.6,43,,,4.9,,,90,,1,,100,100,-5.8,13.6,14.1,505,,120,In situ,No,No,none,9,9,0,mg N2O/m2/d,GC/static,opaque,28,40,4,no,no,yes,Maruschchak ME et al. 2011
Seida_I_N2O,RU-Sei-2007-03,40,4000,8000,discontinuous,Subarctic,Peatland,Vegetated,"Peat plateau, vegetated",Russia,Western Russia,Seida I,67.05,62.95,1,2007,7,3,2007,10,17,46.65,0.75,63.5,,3.2,3.2,98,0.05,85.6,,0.3,,30,30,-5.8,13.6,13.8,505,,62,In situ,No,No,none,10,6,0.04,mg N2O/m2/d,GC/static,opaque,28,40,4,no,no,yes,Maruschchak ME et al. 2011
Seida_I_N2O,RU-Sei-2007-04,10,1000,2000,discontinuous,Subarctic,Upland,Vegetated,Tundra heath,Russia,Western Russia,Seida I,67.05,62.95,1,2007,7,3,2007,10,17,48,1.2,48,,0.1,3.3,93,0.06,79.6,,0.19,,18,18,-5.8,13.6,13.3,505,,100,In situ,No,No,none,10,12,0.01,mg N2O/m2/d,GC/static,opaque,28,40,4,no,no,yes,Maruschchak ME et al. 2011
Seida_I_N2O,RU-Sei-2007-05,2190.83,219083,438166,discontinuous,Subarctic,Peatland,Bare,"Peat plateau, bare surfaces",Russia,Western Russia,Seida I,67.05,62.95,1,2008,1,28,2008,6,9,53.6,2.3,23,,,3.1,95,0.25,,,,,,,-5.8,,,505,,,In situ,No,No,none,12,3,2.19,mg N2O/m2/d,snow gradient,,,,,no,no,yes,Maruschchak ME et al. 2011
Seida_I_N2O,RU-Sei-2008-01,8110,811000,1622000,discontinuous,Subarctic,Peatland,Bare,"Peat plateau, bare surfaces",Russia,Western Russia,Seida I,67.05,62.95,1,2008,5,22,2008,10,2,54,2.2,24,25.4,13.04,3.3,95,0.25,69.3,,0.59,,70,70,-5.8,12.7,13,505,,62,In situ,No,No,none,11,3,8.11,mg N2O/m2/d,GC/static,opaque,28,40,4,no,no,yes,Maruschchak ME et al. 2011
Seida_I_N2O,RU-Sei-2008-02,-60,-6000,-12000,discontinuous,Subarctic,Peatland,Vegetated,"Floating fen, water saturated",Russia,Western Russia,Seida I,67.05,62.95,1,2008,5,22,2008,10,2,45,1.6,43,,,4.8,,,90,,1,,100,100,-5.8,12.7,13.5,505,,120,In situ,No,No,none,12,9,-0.06,mg N2O/m2/d,GC/static,opaque,28,40,4,no,no,yes,Maruschchak ME et al. 2011
Seida_I_N2O,RU-Sei-2008-03,1080,108000,216000,discontinuous,Subarctic,Peatland,Bare,"Peat plateau, peat mounds",Russia,Western Russia,Seida I,67.05,62.95,1,2008,5,22,2008,10,2,56,2.1,26,10.28,11.24,3.3,,0.22,68.1,,0.16,,19,19,-5.8,12.7,12.4,505,,55,In situ,No,No,none,10,3,1.08,mg N2O/m2/d,GC/static,opaque,28,40,4,no,no,yes,Maruschchak ME et al. 2011
Seida_I_N2O,RU-Sei-2008-04,60,6000,12000,discontinuous,Subarctic,Peatland,Vegetated,"Peat plateau, vegetated",Russia,Western Russia,Seida I,67.05,62.95,1,2008,5,22,2008,10,2,47,0.8,62,9.79,2.12,3.4,98,0.05,86.4,,0.26,,27,27,-5.8,12.7,12.8,505,,66,In situ,No,No,none,12,6,0.06,mg N2O/m2/d,GC/static,opaque,28,40,4,no,no,yes,Maruschchak ME et al. 2011
Seida_I_N2O,RU-Sei-2008-05,-10,-1000,-2000,discontinuous,Subarctic,Upland,Vegetated,Tundra heath,Russia,Western Russia,Seida I,67.05,62.95,1,2008,5,22,2008,10,2,45,1.2,38,21.67,4.29,3.5,93,0.06,76.5,,0.14,,14,14,-5.8,12.7,11.7,505,,104,In situ,No,No,none,12,12,-0.01,mg N2O/m2/d,GC/static,opaque,28,40,4,no,no,yes,Maruschchak ME et al. 2011
Seida_I_N2O,RU-Sei-2011-01,800,80000,160000,discontinuous,Subarctic,Peatland,Bare,"Peat plateau, bare surfaces",Russia,Western Russia,Seida I,67.05,62.95,1,2011,7,7,2011,8,30,51,2.4,22,4,329,3.2,,0.25,,2.6,,,62,62,-5.8,8.9,7.8,505,46,,in situ,No,No,none,9,3,0.8,mg N2O/m2/d,GC/static,opaque,,40,4,no,no,yes,Gil J et al. 2017
Seida_II_N2O,RU-Sei-2012-01,164,16400,32800,discontinuous,Subarctic,Peatland,Bare,"Peat plateau, bare surfaces",Russia,Western Russia,Seida II,67.05,62.92,1,2012,7,12,2012,8,22,50,2.6,19,49,118,4,94,0.19,,,,,35,35,-5.6,12.9,10.7,510,,46,In situ,No,No,none,7,5,0.16,mg N2O/m2/d,GC/static,opaque,,40,4,yes,yes,yes,Voigt C et al. 2017b
Seida_II_N2O,RU-Sei-2012-02,563,56300,112600,discontinuous,Subarctic,Peatland,Bare,"Peat plateau, bare surfaces",Russia,Western Russia,Seida II,67.05,62.92,1,2012,7,12,2012,8,22,50,2.7,19,42,157,3.7,95,0.19,,,,,30,30,-5.6,13.8,11.2,513,,53,In situ,Yes,Yes,Warming,7,5,0.56,mg N2O/m2/d,GC/static,opaque,,40,4,yes,yes,yes,Voigt C et al. 2017b
Seida_II_N2O,RU-Sei-2012-03,0.11,11,22,discontinuous,Subarctic,Peatland,Vegetated,"Peat plateau, vegetated",Russia,Western Russia,Seida II,67.05,62.92,1,2012,7,12,2012,8,22,48,1.2,40,40,0.8,3.8,98,0.02,,,,,17,17,-5.6,13.1,9.3,511,,42,In situ,No,No,none,7,5,0,mg N2O/m2/d,GC/static,opaque,,40,4,yes,yes,yes,Voigt C et al. 2017b
Seida_II_N2O,RU-Sei-2012-04,1.44,144,288,discontinuous,Subarctic,Peatland,Vegetated,"Peat plateau, vegetated",Russia,Western Russia,Seida II,67.05,62.92,1,2012,7,12,2012,8,22,48,1.2,42,17,1.1,3.9,97,0.02,,,,,16,16,-5.6,13.4,8.6,514,,46,In situ,Yes,Yes,Warming,7,5,0,mg N2O/m2/d,GC/static,opaque,,40,4,yes,yes,yes,Voigt C et al. 2017b
Seida_II_N2O,RU-Sei-2012-05,-23.07,-2307,-4614,discontinuous,Subarctic,Upland,Vegetated,Tundra heath,Russia,Western Russia,Seida II,67.05,62.92,1,2012,7,12,2012,8,22,44,1.5,30,30,0.6,4.3,41,0.06,,,,,17,17,-5.6,12.9,9,512,,114,In situ,No,No,none,7,5,-0.02,mg N2O/m2/d,GC/static,opaque,,40,4,yes,yes,yes,Voigt C et al. 2017b
Seida_II_N2O,RU-Sei-2012-06,7.79,779,1558,discontinuous,Subarctic,Upland,Vegetated,Tundra heath,Russia,Western Russia,Seida II,67.05,62.92,1,2012,7,12,2012,8,22,46,1.2,39,23,0.7,4.2,43,0.06,,,,,16,16,-5.6,13.5,8.5,515,,130,In situ,Yes,Yes,Warming,7,5,0.01,mg N2O/m2/d,GC/static,opaque,,40,4,yes,yes,yes,Voigt C et al. 2017b
Seida_II_N2O,RU-Sei-2013-01,772,77200,154400,discontinuous,Subarctic,Peatland,Bare,"Peat plateau, bare surfaces",Russia,Western Russia,Seida II,67.05,62.92,1,2013,6,1,2013,9,24,50,2.6,19,94,419,4,94,0.19,,,,,26,26,-5.6,16.2,12.2,516,,48,In situ,No,No,none,10,5,0.77,mg N2O/m2/d,GC/static,opaque,,40,4,yes,yes,yes,Voigt C et al. 2017b
Seida_II_N2O,RU-Sei-2013-02,884,88400,176800,discontinuous,Subarctic,Peatland,Bare,"Peat plateau, bare surfaces",Russia,Western Russia,Seida II,67.05,62.92,1,2013,6,1,2013,9,24,50,2.7,19,71,308,3.7,95,0.19,,,,,23,23,-5.6,18.3,12.9,519,,49,In situ,Yes,Yes,Warming,10,5,0.88,mg N2O/m2/d,GC/static,opaque,,40,4,yes,yes,yes,Voigt C et al. 2017b
Seida_II_N2O,RU-Sei-2013-03,19.78,1978,3956,discontinuous,Subarctic,Peatland,Vegetated,"Peat plateau, vegetated",Russia,Western Russia,Seida II,67.05,62.92,1,2013,6,1,2013,9,24,48,1.2,40,36,3.2,3.8,98,0.02,,,,,16,16,-5.6,16.3,9.8,517,,46,In situ,No,No,none,10,5,0.02,mg N2O/m2/d,GC/static,opaque,,40,4,yes,yes,yes,Voigt C et al. 2017b
Seida_II_N2O,RU-Sei-2013-04,98.95,9895,19790,discontinuous,Subarctic,Peatland,Vegetated,"Peat plateau, vegetated",Russia,Western Russia,Seida II,67.05,62.92,1,2013,6,1,2013,9,24,48,1.2,42,26,1.3,3.9,97,0.02,,,,,13,13,-5.6,17,10.3,520,,38,In situ,Yes,Yes,Warming,10,5,0.1,mg N2O/m2/d,GC/static,opaque,,40,4,yes,yes,yes,Voigt C et al. 2017b
Seida_II_N2O,RU-Sei-2013-05,5.87,587,1174,discontinuous,Subarctic,Upland,Vegetated,Tundra heath,Russia,Western Russia,Seida II,67.05,62.92,1,2013,6,1,2013,9,24,44,1.5,30,37,0.8,4.3,41,0.06,,,,,11,11,-5.6,16.3,8.9,518,,122,In situ,No,No,none,10,5,0.01,mg N2O/m2/d,GC/static,opaque,,40,4,yes,yes,yes,Voigt C et al. 2017b
Seida_II_N2O,RU-Sei-2013-06,28.63,2863,5726,discontinuous,Subarctic,Upland,Vegetated,Tundra heath,Russia,Western Russia,Seida II,67.05,62.92,1,2013,6,1,2013,9,24,46,1.2,39,28,1,4.2,43,0.06,,,,,11,11,-5.6,17.4,8.8,521,,117,In situ,Yes,Yes,Warming,10,5,0.03,mg N2O/m2/d,GC/static,opaque,,40,4,yes,yes,yes,Voigt C et al. 2017b
Tura_N2O,RU-Tur-2005-01,7.54,754,1508,continuous,Arctic,Upland,Vegetated,larch forest,Russia,Siberia,Tura,64.27,100.22,1,2005,6,,2005,9,,,,,,,,,,,,0.25,,,,,,,290,,100,In situ,No,No,none,3,6,0.2,Âµg N/m2/h,GC/static,opaque,,60,4,no,yes,yes,Morishita T et al. 2014
Tura_N2O,RU-Tur-2006-01,15.08,1508,3016,continuous,Arctic,Upland,Vegetated,larch forest,Russia,Siberia,Tura,64.27,100.22,1,2006,6,,2006,9,,,,,,,,,,,,0.29,,,,,,,288,,100,In situ,No,No,none,2,6,0.4,Âµg N/m2/h,GC/static,opaque,,60,4,no,yes,yes,Morishita T et al. 2014
Tura_N2O,RU-Tur-2007-01,-7.54,-754,-1508,continuous,Arctic,Upland,Vegetated,larch forest,Russia,Siberia,Tura,64.27,100.22,1,2007,6,,2007,9,,,,,,,,,,,,0.45,,,,,,,466,,100,In situ,No,No,none,3,6,-0.2,Âµg N/m2/h,GC/static,opaque,,60,4,no,yes,yes,Morishita T et al. 2014
Yakutsk_N2O,RU-Yak-2004-01,52.38,5238,10476,continuous,Subarctic,Upland,Vegetated,"Thermokarst depression, Dry grassland; Gramineae (e.g., Elytrigia repens)",Russia,Siberia,Yakutsk,62.32,129.5,1,2004,6,,2004,9,,10.4,0.98,10.6,25.9,8.6,6.7,,0.72,,,0.18,,,26.04,-10,10.2,12.1,230,,200,In situ,No,No,none,9,3,0.04,kg N2O-N/ha/period,GC/static,opaque,,60,3,no,yes,yes,Takakai F et al. 2008
Yakutsk_N2O,RU-Yak-2004-02,13.53,1353,2706,continuous,Subarctic,Upland,Vegetated,"Larch forest; 200-year-old larch (Larix gmelinii), with Vaccinium vitis idaed",Russia,Siberia,Yakutsk,62.32,129.5,1,2004,6,,2004,9,,52,1.43,36.4,55.9,0,5.2,,0.15,,,0.1,,,11.076,-10,10.2,8.8,230,,130,In situ,No,No,none,9,3,0.01,kg N2O-N/ha/period,GC/static,opaque,,60,3,no,yes,yes,Takakai F et al. 2008
Yakutsk_N2O,RU-Yak-2004-03,-27.83,-2783,-5566,continuous,Subarctic,Wetland,Vegetated,Flooded wetland/pond (but not lake),Russia,Siberia,Yakutsk,62.32,129.5,1,2004,6,,2004,9,,15.5,1.46,10.6,,,6.3,,,,,1,,100,100,-10,10.2,13.4,230,,,In situ,No,No,none,9,3,-0.02,kg N2O-N/ha/period,GC/static,opaque,,60,3,no,yes,yes,Takakai F et al. 2008
Yakutsk_N2O,RU-Yak-2004-04,69.84,6984,13968,continuous,Subarctic,Wetland,Vegetated,"Thermokarst depression, Wet grassland-1; several species of Gramineae (e.g., Carex orthostachys, Glyceria lithuanica)",Russia,Siberia,Yakutsk,62.32,129.5,1,2004,6,,2004,9,,5.99,0.49,12.4,30.5,4,7.2,,1.08,,,0.34,,,61.419,-10,10.2,7.6,230,,,In situ,No,No,none,9,3,0.05,kg N2O-N/ha/period,GC/static,opaque,,60,3,no,yes,yes,Takakai F et al. 2008
Yakutsk_N2O,RU-Yak-2004-05,232.8,23280,46560,continuous,Subarctic,Wetland,Vegetated,"Thermokarst depression, Wet grassland-2; several species of Gramineae (e.g., Carex orthostachys, Glyceria lithuanica)",Russia,Siberia,Yakutsk,62.32,129.5,1,2004,6,,2004,9,,12,1.25,9.6,37.7,0.2,6.3,,0.51,,,0.55,,,70.825,-10,10.2,9.3,230,,,In situ,No,No,none,9,3,0.16,kg N2O-N/ha/period,GC/static,opaque,,60,3,no,yes,yes,Takakai F et al. 2008
Yakutsk_N2O,RU-Yak-2004-06,2473.54,247354,494708,continuous,Subarctic,Wetland,Vegetated,"Thermokarst depression, Wet grassland-3; several species of Gramineae (e.g., Carex orthostachys, Glyceria lithuanica)",Russia,Siberia,Yakutsk,62.32,129.5,1,2004,6,,2004,9,,26.7,2.5,10.7,,,6.4,,0.19,,,0.82,,,90.887,-10,10.2,10.3,230,,,In situ,No,No,none,9,3,1.7,kg N2O-N/ha/period,GC/static,opaque,,60,3,no,yes,yes,Takakai F et al. 2008
Yakutsk_N2O,RU-Yak-2005-01,138.97,13897,27794,continuous,Subarctic,Upland,Vegetated,"Thermokarst depression, Dry grassland; Gramineae (e.g., Elytrigia repens)",Russia,Siberia,Yakutsk,62.32,129.5,1,2005,5,,2005,9,,10.4,0.98,10.6,25.9,8.6,6.7,,0.72,,,0.26,,,37.614,-10,12.1,12.1,230,,200,In situ,No,No,none,11,3,0.13,kg N2O-N/ha/period,GC/static,opaque,,60,3,no,yes,yes,Takakai F et al. 2008
Yakutsk_N2O,RU-Yak-2005-02,45.97,4597,9194,continuous,Subarctic,Upland,Vegetated,"Larch forest; 200-year-old larch (Larix gmelinii), with Vaccinium vitis idaed",Russia,Siberia,Yakutsk,62.32,129.5,1,2005,5,,2005,9,,52,1.43,36.4,55.9,0,5.2,,0.15,,,0.21,,,23.259,-10,12.1,9.6,230,,130,In situ,No,No,none,11,3,0.04,kg N2O-N/ha/period,GC/static,opaque,,60,3,no,yes,yes,Takakai F et al. 2008
Yakutsk_N2O,RU-Yak-2004-03,-36.35,-3635,-7270,continuous,Subarctic,Wetland,Vegetated,Flooded wetland/pond (but not lake),Russia,Siberia,Yakutsk,62.32,129.5,1,2005,5,,2005,9,,15.5,1.46,10.6,,,6.3,,,,,1,,100,100,-10,10.2,16.6,230,,,In situ,No,No,none,9,3,-0.03,kg N2O-N/ha/period,GC/static,opaque,,60,3,no,yes,yes,Takakai F et al. 2008
Yakutsk_N2O,RU-Yak-2005-04,127.21,12721,25442,continuous,Subarctic,Wetland,Vegetated,"Thermokarst depression, Wet grassland-1; several species of Gramineae (e.g., Carex orthostachys, Glyceria lithuanica)",Russia,Siberia,Yakutsk,62.32,129.5,1,2005,5,,2005,9,,5.99,0.49,12.4,30.5,4,7.2,,1.08,,,0.5,,,90.322,-10,12.1,12.1,230,,,In situ,No,No,none,11,3,0.12,kg N2O-N/ha/period,GC/static,opaque,,60,3,no,yes,yes,Takakai F et al. 2008
Yakutsk_N2O,RU-Yak-2005-05,-33.14,-3314,-6628,continuous,Subarctic,Wetland,Vegetated,"Thermokarst depression, Wet grassland-2; several species of Gramineae (e.g., Carex orthostachys, Glyceria lithuanica)",Russia,Siberia,Yakutsk,62.32,129.5,1,2005,5,,2005,9,,12,1.25,9.6,37.7,0.2,6.3,,0.51,,,1,,,100,-10,12.1,14.9,230,,,In situ,No,No,none,11,3,-0.03,kg N2O-N/ha/period,GC/static,opaque,,60,3,no,yes,yes,Takakai F et al. 2008
Yakutsk_N2O,RU-Yak-2005-06,-26.72,-2672,-5344,continuous,Subarctic,Wetland,Vegetated,"Thermokarst depression, Wet grassland-3; several species of Gramineae (e.g., Carex orthostachys, Glyceria lithuanica)",Russia,Siberia,Yakutsk,62.32,129.5,1,2005,5,,2005,9,,26.7,2.5,10.7,,,6.4,,0.19,,,1,,,100,-10,12.1,16.4,230,,,In situ,No,No,none,11,3,-0.03,kg N2O-N/ha/period,GC/static,opaque,,60,3,no,yes,yes,Takakai F et al. 2008
Abisko_N2O,SE-Abi-1996-01,45.63,4563,9126,sporadic,Subarctic,Upland,Vegetated,"Subarctic heath dominated by Rhododendron lapponicum, Vaccinium uliginosum, Empetrum hermaphroditum and Betula nana above a subcanopy cover of mosses",Sweden,Northern Scandinavia,Abisko,68.33,20.85,1,1996,7,3,1996,8,28,40.64,1.86,21.9,49.19,1.59,7.1,,,,,,,,,-0.8,,,304,,,In situ,No,No,none,2,6,0.05,mg N2O/m2/d,GC/static,opaque,,40,3,no,yes,yes,Christensen TR et al. 1999
Niwot_Ridge_N2O,US-Niw-1992-01,26.39,2639,5278,isolated,Alpine,Upland,Vegetated,"Alpine meadow, dry",United States,Rocky Mountains,Niwot Ridge,40.05,-105.35,1,1992,6,,1992,8,,,0.47,19,14,2,,,,,0.63,,,52,52,-1.9,,,487,,,In situ,No,No,none,7,5,0.07,ng N /cm2/h,GC/static,opaque,,105,3,no,yes,yes,Neff JC et al. 1994
Niwot_Ridge_N2O,US-Niw-1992-02,542.94,54294,108588,isolated,Alpine,Upland,Vegetated,"Alpine meadow, dry",United States,Rocky Mountains,Niwot Ridge,40.05,-105.35,1,1992,6,,1992,8,,,0.71,17.9,49,15,,,,,0.63,,,52,52,-1.9,,,487,,,In situ,Yes,Yes,N-addition,7,5,1.44,ng N /cm2/h,GC/static,opaque,,105,3,no,yes,yes,Neff JC et al. 1994
Niwot_Ridge_N2O,US-Niw-1992-03,30.16,3016,6032,isolated,Alpine,Wetland,Vegetated,"Alpine meadow, wet",United States,Rocky Mountains,Niwot Ridge,40.05,-105.35,1,1992,6,,1992,8,,,1.24,15.6,75,2,,,,,1.34,,,90,90,-1.9,,,487,,,In situ,No,No,none,7,5,0.08,ng N /cm2/h,GC/static,opaque,,105,3,no,yes,yes,Neff JC et al. 1994
Niwot_Ridge_N2O,US-Niw-1992-04,1293.25,129325,258650,isolated,Alpine,Wetland,Vegetated,"Alpine meadow, wet",United States,Rocky Mountains,Niwot Ridge,40.05,-105.35,1,1992,6,,1992,8,,,1.11,15.9,86,12,,,,,1.34,,,90,90,-1.9,,,487,,,In situ,Yes,Yes,N-addition,7,5,3.43,ng N /cm2/h,GC/static,opaque,,105,3,no,yes,yes,Neff JC et al. 1994
Niwot_Ridge_N2O,US-Niw-1993-01,62.84,6284,12568,isolated,Alpine,Upland,Vegetated,Alpine meadow,United States,Rocky Mountains,Niwot Ridge,40.05,-105.35,1,1993,1,1,1993,4,4,,,,,,,,,,,,,,,-3.8,,-7,1006,,0,In situ,No,No,none,9,6,40,Âµg N/m2/d,snow gradient,,,,,yes,no,yes,Williams MW et al. 1998
Niwot_Ridge_N2O,US-Niw-1994-01,128.82,12882,25764,isolated,Alpine,Upland,Vegetated,Alpine meadow,United States,Rocky Mountains,Niwot Ridge,40.05,-105.35,1,1994,1,1,1994,5,,,,,,,,,,,,,,,,-3.8,,-2.5,1006,,0,In situ,Yes,Yes,Snow fence,11,9,82,Âµg N/m2/d,snow gradient,,,,,yes,no,yes,Williams MW et al. 1998
Yukon_Delta_N2O,US-Ykd-2016-01,-319.33,-31933,-63866,none,Arctic,Wetland,Vegetated,"Coastal tundra along Bering Sea, gradient from barren tidal mud flats to wet sedge meadows dominated by Carex, to moist meadows",United States,Alaska,Yukon Delta,61.25,-165.62,1,2016,6,2,2016,8,18,,,,,,7,,,,,,,,,-1.6,10,,430,,,In situ,Yes,No,"Birds, Grazing",19,,-0.08,nmol N2O/m2/s,portable gas analzyer,transparent,,3,36,yes,yes,yes,Kelsey KC et al. 2018